Nom,Age,Nationalite,Valeur_Marchande,Prix_Raw,URL_Profil,Position,Ligue,Fin_Contrat,Matchs_22_23,Buts_22_23,Minutes_22_23
Gabriel Moscardo,20,Brésil,"15,00 mio. €","20,00 mio. €",https://www.transfermarkt.fr/gabriel-moscardo/profil/spieler/1086636,Milieu défensif,Liga Portugal,2026,37,1,2399
Abakar Sylla,23,Côte d'Ivoire,"8,00 mio. €","20,00 mio. €",https://www.transfermarkt.fr/abakar-sylla/profil/spieler/962555,Défenseur central,Ligue 1,2026,27,1,2045
Matheus França,21,Brésil,"9,00 mio. €","20,00 mio. €",https://www.transfermarkt.fr/matheus-franca/profil/spieler/743597,Milieu offensif,Série A,2026,29,3,1058
Bart Verbruggen,23,Pays-Bas,"10,00 mio. €","20,00 mio. €",https://www.transfermarkt.fr/bart-verbruggen/profil/spieler/565093,Gardien de but,Premier League,2028,37,0,3420
Cyril Ngonge,25,Belgique,"6,00 mio. €","20,00 mio. €",https://www.transfermarkt.fr/cyril-ngonge/profil/spieler/358032,Ailier droit,LaLiga,2026,28,8,1626
Andrea Pinamonti,26,Italie,"15,00 mio. €","20,00 mio. €",https://www.transfermarkt.fr/andrea-pinamonti/profil/spieler/315865,Avant-centre,Serie A,2027,32,5,2181
Nicolas Seiwald,24,Autriche,"20,00 mio. €","20,00 mio. €",https://www.transfermarkt.fr/nicolas-seiwald/profil/spieler/404950,Milieu défensif,Bundesliga,2028,43,4,3638
Marcel Sabitzer,31,Autriche,"20,00 mio. €","19,00 mio. €",https://www.transfermarkt.fr/marcel-sabitzer/profil/spieler/106987,Milieu central,Bundesliga,2027,42,4,2054
Merih Demiral,27,Turquie,"20,00 mio. €","17,00 mio. €",https://www.transfermarkt.fr/merih-demiral/profil/spieler/340879,Défenseur central,Saudi Pro League,2029,28,1,1524
Noah Okafor,25,Suisse,"20,00 mio. €","15,50 mio. €",https://www.transfermarkt.fr/noah-okafor/profil/spieler/346890,Ailier gauche,Premier League,2029,32,10,1851
Granit Xhaka,33,Suisse,"20,00 mio. €","15,00 mio. €",https://www.transfermarkt.fr/granit-xhaka/profil/spieler/111455,Milieu défensif,Premier League,2028,47,9,3704
Cengiz Ünder,28,Turquie,"20,00 mio. €","15,00 mio. €",https://www.transfermarkt.fr/cengiz-under/profil/spieler/341647,Ailier droit,Süper Lig,2026,46,5,2924
Ludovic Blas,28,France,"20,00 mio. €","15,00 mio. €",https://www.transfermarkt.fr/ludovic-blas/profil/spieler/288225,Milieu droit,Ligue 1,2027,51,12,3945
Sander Berge,27,Norvège,"20,00 mio. €","13,90 mio. €",https://www.transfermarkt.fr/sander-berge/profil/spieler/333014,Milieu défensif,Premier League,2029,43,7,3425
Ismaïla Sarr,27,Sénégal,"20,00 mio. €","13,00 mio. €",https://www.transfermarkt.fr/ismaila-sarr/profil/spieler/410225,Ailier droit,Premier League,2029,39,10,3181
Fred,32,Brésil,"20,00 mio. €","9,74 mio. €",https://www.transfermarkt.fr/fred/profil/spieler/191614,Milieu central,Süper Lig,2027,56,6,2277
Demarai Gray,29,Jamaïque,"20,00 mio. €","9,30 mio. €",https://www.transfermarkt.fr/demarai-gray/profil/spieler/292417,Ailier gauche,Championship,2028,36,6,2715
Ramy Bensebaini,30,Algérie,Inconnu,"20,00 mio. €",https://www.transfermarkt.fr/ramy-bensebaini/profil/spieler/284732,Défenseur central,Bundesliga,2027,30,7,2570
Raphaël Guerreiro,32,Portugal,Inconnu,"20,00 mio. €",https://www.transfermarkt.fr/raphael-guerreiro/profil/spieler/170986,Arrière gauche,Bundesliga,2026,36,6,3047
İlkay Gündoğan,35,Allemagne,Inconnu,"20,00 mio. €",https://www.transfermarkt.fr/ilkay-gundogan/profil/spieler/53622,Milieu central,Süper Lig,2027,51,11,3856
Boubakary Soumaré,26,France,Inconnu,"20,00 mio. €",https://www.transfermarkt.fr/boubakary-soumare/profil/spieler/344605,Milieu défensif,Stars League,0,29,0,1865
Jefferson Lerma,31,Colombie,Inconnu,"20,00 mio. €",https://www.transfermarkt.fr/jefferson-lerma/profil/spieler/262980,Milieu défensif,Premier League,2026,37,5,3255
Jonathan Bamba,29,Côte d'Ivoire,Inconnu,"20,00 mio. €",https://www.transfermarkt.fr/jonathan-bamba/profil/spieler/292818,Ailier gauche,MLS,2027,35,6,2872
Ivan Ilić,24,Serbie,"19,00 mio. €","16,50 mio. €",https://www.transfermarkt.fr/ivan-ilic/profil/spieler/470794,Milieu central,Serie A,2027,27,2,2151
Mauro Icardi,32,Argentine,"19,00 mio. €","10,00 mio. €",https://www.transfermarkt.fr/mauro-icardi/profil/spieler/68863,Avant-centre,Süper Lig,2026,26,23,2009
Taty Castellanos,27,Argentine,"15,00 mio. €","18,60 mio. €",https://www.transfermarkt.fr/taty-castellanos/profil/spieler/522784,Avant-centre,Premier League,2030,37,14,2768
Zeki Amdouni,25,Suisse,"10,00 mio. €","18,60 mio. €",https://www.transfermarkt.fr/zeki-amdouni/profil/spieler/548729,Avant-centre,Premier League,2028,52,22,3829
Edouard Mendy,33,Sénégal,"12,00 mio. €","18,50 mio. €",https://www.transfermarkt.fr/edouard-mendy/profil/spieler/442531,Gardien de but,Saudi Pro League,2028,12,0,1035
Claudio Echeverri,20,Argentine,"12,00 mio. €","18,50 mio. €",https://www.transfermarkt.fr/claudio-echeverri/profil/spieler/994536,Milieu offensif,LaLiga,2026,10,1,430
Yunus Musah,23,États-Unis,"18,00 mio. €","21,20 mio. €",https://www.transfermarkt.fr/yunus-musah/profil/spieler/503991,Milieu central,Serie A,2026,37,0,2360
Francisco Trincão,26,Portugal,"15,00 mio. €","18,00 mio. €",https://www.transfermarkt.fr/francisco-trincao/profil/spieler/412669,Milieu offensif,Liga Portugal,2027,52,13,3407
Habib Diallo,30,Sénégal,"18,00 mio. €","18,00 mio. €",https://www.transfermarkt.fr/habib-diallo/profil/spieler/344888,Avant-centre,Ligue 1,2028,38,20,2970
Dean Henderson,28,Angleterre,"18,00 mio. €","17,50 mio. €",https://www.transfermarkt.fr/dean-henderson/profil/spieler/258919,Gardien de but,Premier League,2028,20,0,1800
Iliman Ndiaye,25,Sénégal,"18,00 mio. €","17,00 mio. €",https://www.transfermarkt.fr/iliman-ndiaye/profil/spieler/623570,Ailier droit,Premier League,2029,52,15,4108
Mohammed Salisu,26,Ghana,"18,00 mio. €","15,00 mio. €",https://www.transfermarkt.fr/mohammed-salisu/profil/spieler/563963,Défenseur central,Ligue 1,2028,28,0,2439
Jesper Karlsson,27,Suède,"18,00 mio. €","11,15 mio. €",https://www.transfermarkt.fr/jesper-karlsson/profil/spieler/367992,Ailier gauche,Eredivisie,2026,33,13,2483
Sebastian Szymanski,26,Pologne,"18,00 mio. €","10,70 mio. €",https://www.transfermarkt.fr/sebastian-szymanski/profil/spieler/320748,Milieu offensif,Ligue 1,2029,40,10,2812
Manor Solomon,26,Israël,Inconnu,"18,00 mio. €",https://www.transfermarkt.fr/manor-solomon/profil/spieler/396638,Ailier gauche,Serie A,2026,24,5,829
Nicolò Rovella,24,Italie,Inconnu,"18,00 mio. €",https://www.transfermarkt.fr/nicolo-rovella/profil/spieler/525704,Milieu défensif,Serie A,2028,30,1,1896
Nicolas Pépé,30,Côte d'Ivoire,Inconnu,"18,00 mio. €",https://www.transfermarkt.fr/nicolas-pepe/profil/spieler/343052,Ailier droit,LaLiga,2028,28,8,2145
Roberto Firmino,34,Brésil,Inconnu,"18,00 mio. €",https://www.transfermarkt.fr/roberto-firmino/profil/spieler/131789,Avant-centre,Stars League,2027,35,13,1710
Jérémie Boga,29,Côte d'Ivoire,"14,00 mio. €","17,50 mio. €",https://www.transfermarkt.fr/jeremie-boga/profil/spieler/216569,Ailier gauche,Serie A,2026,25,2,902
Gustavo Hamer,28,Pays-Bas,"8,00 mio. €","17,30 mio. €",https://www.transfermarkt.fr/gustavo-hamer/profil/spieler/322985,Milieu central,Championship,2027,45,11,3758
James Trafford,23,Angleterre,"15,00 mio. €","17,30 mio. €",https://www.transfermarkt.fr/james-trafford/profil/spieler/566799,Gardien de but,Premier League,2030,52,0,4680
Niclas Füllkrug,32,Allemagne,"13,00 mio. €","17,25 mio. €",https://www.transfermarkt.fr/niclas-fullkrug/profil/spieler/75489,Avant-centre,Serie A,2026,30,16,2689
Chris Wood,34,Nouvelle-Zélande,"8,00 mio. €","17,00 mio. €",https://www.transfermarkt.fr/chris-wood/profil/spieler/108725,Avant-centre,Premier League,2027,29,4,1056
Nikola Vlašić,28,Croatie,"17,00 mio. €","10,60 mio. €",https://www.transfermarkt.fr/nikola-vlasic/profil/spieler/293200,Milieu offensif,Serie A,2027,37,5,2983
Pablo Fornals,29,Espagne,"17,00 mio. €","8,00 mio. €",https://www.transfermarkt.fr/pablo-fornals/profil/spieler/357885,Milieu central,LaLiga,2029,50,7,2303
Nicolás Domínguez,27,Argentine,"17,00 mio. €","6,65 mio. €",https://www.transfermarkt.fr/nicolas-dominguez/profil/spieler/497291,Milieu central,Premier League,2028,34,3,2485
Timo Werner,29,Allemagne,Inconnu,"17,00 mio. €",https://www.transfermarkt.fr/timo-werner/profil/spieler/170527,Avant-centre,MLS,2028,40,16,2824
Dan Ndoye,25,Suisse,"3,50 mio. €","16,45 mio. €",https://www.transfermarkt.fr/dan-ndoye/profil/spieler/365108,Ailier droit,Premier League,2030,54,7,3945
Aaron Ramsey,23,Angleterre,"5,00 mio. €","16,45 mio. €",https://www.transfermarkt.fr/aaron-ramsey/profil/spieler/646658,Milieu offensif,Championship,2026,31,8,1805
Guglielmo Vicario,29,Italie,"16,00 mio. €","18,50 mio. €",https://www.transfermarkt.fr/guglielmo-vicario/profil/spieler/286047,Gardien de but,Premier League,2028,32,0,2904
Luiz Henrique,25,Brésil,"12,00 mio. €","16,00 mio. €",https://www.transfermarkt.fr/luiz-henrique/profil/spieler/800175,Ailier droit,Premier Liga,2028,43,3,2475
Georges Mikautadze,25,Géorgie,"10,00 mio. €","16,00 mio. €",https://www.transfermarkt.fr/georges-mikautadze/profil/spieler/729814,Avant-centre,LaLiga,2031,40,24,3321
Djordje Petrovic,26,Serbie,"6,00 mio. €","16,00 mio. €",https://www.transfermarkt.fr/djordje-petrovic/profil/spieler/465555,Gardien de but,Premier League,2030,25,0,2250
Deivid Washington,20,Brésil,"4,00 mio. €","16,00 mio. €",https://www.transfermarkt.fr/deivid-washington/profil/spieler/1082850,Avant-centre,Premier League 2,2030,22,6,1246
Mateo Retegui,26,Italie,"16,00 mio. €","15,25 mio. €",https://www.transfermarkt.fr/mateo-retegui/profil/spieler/554903,Avant-centre,Saudi Pro League,2028,28,12,2357
Jordan Beyer,25,Allemagne,"16,00 mio. €","15,00 mio. €",https://www.transfermarkt.fr/jordan-beyer/profil/spieler/403898,Défenseur central,Premier League,2027,35,1,2954
Max Aarons,26,Angleterre,"16,00 mio. €","8,10 mio. €",https://www.transfermarkt.fr/max-aarons/profil/spieler/471690,Arrière droit,Premiership,2026,48,1,4040
Sergi Darder,32,Espagne,"16,00 mio. €","8,00 mio. €",https://www.transfermarkt.fr/sergi-darder/profil/spieler/142021,Milieu central,LaLiga,2028,41,7,3449
Odysseas Vlachodimos,31,Grèce,"16,00 mio. €","4,90 mio. €",https://www.transfermarkt.fr/odysseas-vlachodimos/profil/spieler/124419,Gardien de but,LaLiga,2026,54,0,4888
Hakim Ziyech,32,Maroc,Inconnu,"16,00 mio. €",https://www.transfermarkt.fr/hakim-ziyech/profil/spieler/217111,Ailier droit,Botola Pro Inwi,2027,24,0,931
Ben Brereton Díaz,26,Chili,Inconnu,"16,00 mio. €",https://www.transfermarkt.fr/ben-brereton-diaz/profil/spieler/426192,Avant-centre,Championship,2026,50,16,3911
Fábio Carvalho,23,Portugal,Inconnu,"16,00 mio. €",https://www.transfermarkt.fr/fabio-carvalho/profil/spieler/559263,Milieu offensif,Premier League,2029,22,3,730
Azor Matusiwa,27,Pays-Bas,"10,00 mio. €","15,50 mio. €",https://www.transfermarkt.fr/azor-matusiwa/profil/spieler/315145,Milieu défensif,Championship,2029,31,0,2583
Morten Hjulmand,26,Danemark,"15,00 mio. €","19,50 mio. €",https://www.transfermarkt.fr/morten-hjulmand/profil/spieler/461496,Milieu défensif,Liga Portugal,2028,36,0,3084
Alejo Veliz,22,Argentine,"7,00 mio. €","15,00 mio. €",https://www.transfermarkt.fr/alejo-veliz/profil/spieler/888493,Avant-centre,Torneo Apertura,2026,24,11,1882
Fabian Rieder,23,Suisse,"15,00 mio. €","15,00 mio. €",https://www.transfermarkt.fr/fabian-rieder/profil/spieler/507341,Milieu offensif,Bundesliga,2030,43,9,3432
Jean-Ricner Bellegarde,27,Haïti,"10,00 mio. €","15,00 mio. €",https://www.transfermarkt.fr/jean-ricner-bellegarde/profil/spieler/450050,Milieu central,Premier League,2028,31,2,2455
Ângelo,21,Brésil,"13,00 mio. €","15,00 mio. €",https://www.transfermarkt.fr/angelo/profil/spieler/743598,Ailier droit,Saudi Pro League,2029,32,2,1472
Artur,27,Brésil,"10,00 mio. €","15,00 mio. €",https://www.transfermarkt.fr/artur/profil/spieler/440658,Ailier droit,Série A,2029,59,13,4170
Romain Faivre,27,France,"10,00 mio. €","15,00 mio. €",https://www.transfermarkt.fr/romain-faivre/profil/spieler/555076,Milieu offensif,Ligue 1,2026,27,5,1614
Hákon Arnar Haraldsson,22,Islande,"6,00 mio. €","15,00 mio. €",https://www.transfermarkt.fr/hakon-arnar-haraldsson/profil/spieler/652275,Milieu offensif,Ligue 1,2030,43,5,2875
Abdou Diallo,29,Sénégal,"10,00 mio. €","15,00 mio. €",https://www.transfermarkt.fr/abdou-diallo/profil/spieler/229005,Défenseur central,Stars League,2026,15,1,800
El Chadaille Bitshiabu,20,France,"7,00 mio. €","15,00 mio. €",https://www.transfermarkt.fr/el-chadaille-bitshiabu/profil/spieler/787912,Défenseur central,Bundesliga,2029,21,0,1149
Gift Orban,23,Nigeria,"15,00 mio. €","14,00 mio. €",https://www.transfermarkt.fr/gift-orban/profil/spieler/1018259,Avant-centre,Serie A,2026,22,20,1671
Robin Gosens,31,Allemagne,"15,00 mio. €","13,00 mio. €",https://www.transfermarkt.fr/robin-gosens/profil/spieler/273132,Arrière gauche,Serie A,2028,49,4,1826
Arsen Zakharyan,22,Russie,"15,00 mio. €","13,00 mio. €",https://www.transfermarkt.fr/arsen-zakharyan/profil/spieler/555143,Milieu offensif,LaLiga,2029,37,5,2905
Noa Lang,26,Pays-Bas,"15,00 mio. €","12,50 mio. €",https://www.transfermarkt.fr/noa-lang/profil/spieler/339332,Ailier gauche,Süper Lig,2026,40,12,2862
Anton Stach,27,Allemagne,"15,00 mio. €","12,00 mio. €",https://www.transfermarkt.fr/anton-stach/profil/spieler/344069,Milieu défensif,Premier League,2029,33,1,2291
Matteo Pessina,28,Italie,"15,00 mio. €","12,00 mio. €",https://www.transfermarkt.fr/matteo-pessina/profil/spieler/332179,Milieu central,Serie B,2027,36,5,2995
Giovanni Simeone,30,Argentine,"15,00 mio. €","12,00 mio. €",https://www.transfermarkt.fr/giovanni-simeone/profil/spieler/282388,Avant-centre,Serie A,2026,33,9,766
Tommaso Baldanzi,22,Italie,"15,00 mio. €","11,50 mio. €",https://www.transfermarkt.fr/tommaso-baldanzi/profil/spieler/641537,Milieu offensif,Serie A,2026,27,4,1825
Ruslan Malinovskyi,32,Ukraine,"15,00 mio. €","10,00 mio. €",https://www.transfermarkt.fr/ruslan-malinovskyi/profil/spieler/207877,Milieu offensif,Serie A,2026,38,3,2029
Sergio Canales,34,Espagne,"15,00 mio. €","10,00 mio. €",https://www.transfermarkt.fr/sergio-canales/profil/spieler/66106,Milieu offensif,Liga MX Apertura,2026,47,8,3445
Davinson Sánchez,29,Colombie,"15,00 mio. €","9,50 mio. €",https://www.transfermarkt.fr/davinson-sanchez/profil/spieler/341429,Défenseur central,Süper Lig,2029,24,0,1231
Iván Fresneda,21,Espagne,"15,00 mio. €","9,00 mio. €",https://www.transfermarkt.fr/ivan-fresneda/profil/spieler/946883,Arrière droit,Liga Portugal,2028,24,0,1844
Artem Dovbyk,28,Ukraine,"15,00 mio. €","7,75 mio. €",https://www.transfermarkt.fr/artem-dovbyk/profil/spieler/343537,Avant-centre,Serie A,2029,39,29,3437
Abde Ezzalzouli,24,Maroc,"15,00 mio. €","7,50 mio. €",https://www.transfermarkt.fr/abde-ezzalzouli/profil/spieler/724520,Ailier gauche,LaLiga,2029,34,6,1903
Diogo Leite,27,Portugal,"15,00 mio. €","7,00 mio. €",https://www.transfermarkt.fr/diogo-leite/profil/spieler/357156,Défenseur central,Bundesliga,2026,40,0,3292
Tiago Djaló,25,Portugal,"15,00 mio. €","5,10 mio. €",https://www.transfermarkt.fr/tiago-djalo/profil/spieler/420465,Défenseur central,Süper Lig,2028,26,2,2111
Callum Hudson-Odoi,25,Angleterre,"15,00 mio. €","3,50 mio. €",https://www.transfermarkt.fr/callum-hudson-odoi/profil/spieler/392768,Ailier gauche,Premier League,2028,21,1,1074
Çağlar Söyüncü,29,Turquie,Inconnu,"15,00 mio. €",https://www.transfermarkt.fr/caglar-soyuncu/profil/spieler/320141,Défenseur central,Süper Lig,2027,9,1,709
Carlos Augusto,27,Brésil,Inconnu,"15,00 mio. €",https://www.transfermarkt.fr/carlos-augusto/profil/spieler/585982,Arrière gauche,Serie A,2028,37,6,3210
André Silva,30,Portugal,Inconnu,"15,00 mio. €",https://www.transfermarkt.fr/andre-silva/profil/spieler/198008,Avant-centre,LaLiga,2026,44,9,2597
Andrey Santos,21,Brésil,Inconnu,"15,00 mio. €",https://www.transfermarkt.fr/andrey-santos/profil/spieler/743600,Milieu central,Premier League,2030,11,1,823
Albert Sambi Lokonga,26,Belgique,Inconnu,"15,00 mio. €",https://www.transfermarkt.fr/albert-sambi-lokonga/profil/spieler/381967,Milieu central,Bundesliga,2028,24,0,1397
Mike Tresor,26,Belgique,Inconnu,"15,00 mio. €",https://www.transfermarkt.fr/mike-tresor/profil/spieler/381963,Milieu offensif,Premier League,2028,42,8,3589
N'Golo Kanté,34,France,Inconnu,"15,00 mio. €",https://www.transfermarkt.fr/ngolo-kante/profil/spieler/225083,Milieu défensif,Süper Lig,2028,9,0,685
Nicolás de la Cruz,28,Uruguay,"14,00 mio. €","14,50 mio. €",https://www.transfermarkt.fr/nicolas-de-la-cruz/profil/spieler/397458,Milieu central,Série A,2028,38,7,2707
David Jurásek,25,Tchéquie,"5,00 mio. €","14,00 mio. €",https://www.transfermarkt.fr/david-jurasek/profil/spieler/500054,Arrière gauche,Chance Liga,2029,45,2,3699
Joël Piroe,26,Suriname,"10,00 mio. €","14,00 mio. €",https://www.transfermarkt.fr/joel-piroe/profil/spieler/369962,Avant-centre,Premier League,2027,45,20,3953
Mergim Berisha,27,Allemagne,"12,00 mio. €","14,00 mio. €",https://www.transfermarkt.fr/mergim-berisha/profil/spieler/307924,Avant-centre,2. Bundesliga,2027,24,10,1705
Carlos Forbs,21,Portugal,"10,00 mio. €","14,00 mio. €",https://www.transfermarkt.fr/carlos-forbs/profil/spieler/742451,Ailier gauche,Jupiler Pro League,2029,33,29,2626
César Montes,28,Mexique,"8,00 mio. €","14,00 mio. €",https://www.transfermarkt.fr/cesar-montes/profil/spieler/387687,Défenseur central,Premier Liga,2029,38,3,2763
Jordan Henderson,35,Angleterre,"10,00 mio. €","14,00 mio. €",https://www.transfermarkt.fr/jordan-henderson/profil/spieler/61651,Milieu défensif,Premier League,2027,43,0,2559
Joakim Maehle,28,Danemark,"14,00 mio. €","12,50 mio. €",https://www.transfermarkt.fr/joakim-maehle/profil/spieler/369674,Arrière gauche,Bundesliga,2027,36,3,2392
Attila Szalai,28,Hongrie,"14,00 mio. €","12,30 mio. €",https://www.transfermarkt.fr/attila-szalai/profil/spieler/263380,Défenseur central,Ekstraklasa,2026,52,3,4630
Timothy Weah,25,États-Unis,"14,00 mio. €","11,00 mio. €",https://www.transfermarkt.fr/timothy-weah/profil/spieler/370846,Ailier droit,Ligue 1,2026,32,0,1941
Justin Kluivert,26,Pays-Bas,"14,00 mio. €","10,80 mio. €",https://www.transfermarkt.fr/justin-kluivert/profil/spieler/330659,Milieu offensif,Premier League,2028,29,8,1676
Serhou Guirassy,29,Guinée,"14,00 mio. €","9,00 mio. €",https://www.transfermarkt.fr/serhou-guirassy/profil/spieler/270541,Avant-centre,Bundesliga,2028,29,14,2049
Geoffrey Kondogbia,32,République Centrafricaine,"14,00 mio. €","8,00 mio. €",https://www.transfermarkt.fr/geoffrey-kondogbia/profil/spieler/127189,Milieu défensif,Ligue 1,2027,27,0,1402
Stefan Posch,28,Autriche,"14,00 mio. €","5,00 mio. €",https://www.transfermarkt.fr/stefan-posch/profil/spieler/223974,Défenseur central,Bundesliga,2026,33,6,2738
Mahmoud Dahoud,30,Syrie,Inconnu,"14,00 mio. €",https://www.transfermarkt.fr/mahmoud-dahoud/profil/spieler/191422,Milieu central,Bundesliga,2026,10,0,418
Willian Pacho,24,Équateur,"11,00 mio. €","13,65 mio. €",https://www.transfermarkt.fr/willian-pacho/profil/spieler/661171,Défenseur central,Ligue 1,2029,50,0,4410
